Anime ID,Romaji Title,English Title,Description,Episodes,Start Date,End Date,Duration,Popularity,Source,Season,Year,Favorites,Average Score,isAdult,Genres
755,Boku no Sexual Harassment,,"Mochizuki is a young business man who works in an office. While doing his job, his boss, Honma, comes in and starts to fondle him. Honma says that Mochizuki should be expected to do stuff so he can climb the ladder to become a successful business man. Mochizuki then starts to sleep with other men so he can become successful. Some men think Mochizuki is sexy, so they then force themselves onto Mochizuki.
<br><br>
(Source: Anime News Network)",3,"{'year': 1994, 'month': 12, 'day': 15}","{'year': 1995, 'month': 10, 'day': 6}",36,1497,OTHER,WINTER,1994,8,45,True,"Drama, Hentai"
756,School Days,,"The story is about a love triangle between the male protagonist Makoto, and the two heroines Kotonoha and Sekai. Makoto develops a love interest in Kotonoha, a girl in the same year but different class. Although they both take the same train to school, she is unaware of his existence. His classmate, Sekai, manages to put the two together despite holding strong feelings towards Makoto.
<br><br>
(Source: Anime News Network)",1,"{'year': 2005, 'month': 2, 'day': 25}","{'year': 2005, 'month': 2, 'day': 25}",21,9936,VISUAL_NOVEL,WINTER,2005,72,51,False,"Drama, Romance"
757,Kaze wo Mita Shounen,The Boy Who Saw the Wind,"Young boy Amon has mysterious powers. His dad is the cheif scientist for the Empire of the Golden Snake. He's invented weapons for this country in the past, but does not want his boy's powers to be used for destruction so he burns his research and tries to escape the country with his family. The mom and dad die in the escape and only Amon is left. He runs from the military, ends up on an island where he learns about the ancient people who could fly on the wind and talk to animals (as he can). Amon then ends up in a fishermen's village and makes friends with Maria. After this village is attacked by the Golden Snake army, the two run away with a band of rebels. Together, they try to stop the Empire of the Golden Snake from destroying and conquering everything. Based on the book by C.W. Nicol.",1,"{'year': 2000, 'month': 7, 'day': 22}","{'year': 2000, 'month': 7, 'day': 22}",97,1003,OTHER,SUMMER,2000,1,58,False,"Adventure, Drama, Fantasy"
758,RahXephon: Pluralitas Concentio,RahXephon: The Motion Picture,"Ayato Kamina was separated from the girl he loved, Haruka Mishima, when an event occurred that was thought to have killed everyone outside of Tokyo. But one day three years later, invaders suddenly attacked the city. It was then that he meets an agent of TERRA, Haruka Shitow, who tells him that she will give him the truth about the world. It is the beginning of a series of strange events, which involve him activating a giant mecha, the RahXephon and finding out that many people, including his own mother, has blue blood, and that he was actually living in a self-encased dimension where time moves slower than that of the outside world.
<br><br>
(Source: Anime News Network)",1,"{'year': 2003, 'month': 4, 'day': 19}","{'year': 2003, 'month': 4, 'day': 19}",116,2600,ORIGINAL,SPRING,2003,11,65,False,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi"
759,Tokyo Godfathers,Tokyo Godfathers,"In modern-day Tokyo, three homeless people’s lives are changed forever when they discover a baby girl at a garbage dump on Christmas Eve. As the New Year fast approaches, these three forgotten members of society band together to solve the mystery of the abandoned child and the fate of her parents. Along the way, encounters with seemingly unrelated events and people force them to confront their own haunted pasts, as they learn to face their future, together.<br>
<br>
(Source: Shout! Factory)<br>
<br>
<i>Note: The film received an early premiere at the Big Apple Anime Fest on August 30, 2003.</i>",1,"{'year': 2003, 'month': 11, 'day': 8}","{'year': 2003, 'month': 11, 'day': 8}",92,59473,ORIGINAL,FALL,2003,1933,81,False,"Adventure, Comedy, Drama"
760,Tenjou Tenge: THE PAST CHAPTER,TenjhoTenge: The Past Chapter,"Mitsuomi Takayanagi and Maya Natsume both want to become stronger. On there way to becoming the best they learn that there are many things going on behind the scenes, and Shin, Maya's brother, may be the cause of all of it. Mitsuomi feels that he is the only one that can stop him. A retelling of what happened in the past of tenjou tenge, in movie form.
<br><br>
(Source: Anime News Network)",1,"{'year': 2005, 'month': 3, 'day': 30}","{'year': 2005, 'month': 3, 'day': 30}",92,2653,MANGA,SPRING,2005,13,64,False,"Adventure, Drama, Romance, Supernatural"
761,NARUTO: Akaki Yotsuba no Clover wo Sagase,,"The grandson of the 3rd Hokage, Konohamaru, finally has a crush on a girl, but he has a big problem she is soon to be moving away from the hidden leaf village. Konohamaru trying to make her stay seeks out the legendary crimson four-leaf clover, which is rumored to grant one wish.
<br><br>
(Source: Anime News Network)",1,"{'year': 2003, 'month': 5, 'day': 24}","{'year': 2003, 'month': 5, 'day': 24}",17,13489,MANGA,SPRING,2003,87,61,False,"Adventure, Comedy"
763,Zoids,Zoids,"Zoids are beast-like fighting machines used in both everyday use such as transportation, and special use such as war. Some types of Zoids, know as Organoids, are miniature Zoids that are living organisms. These Organoids have the capability to fuse with a non-living Zoid and make it much more powerful.<br><br>
Van (Ban) Freiheit discovers a Zoid Organoid in an abandoned laboratory while running from two strangers piloting Zoids. Also in the laboratory, in an animated suspension tube is a strange girl. He breaks the tube open and takes her and the Organoid with him. Spotting a ruined Shield Liger Zoid outside nearby, the Organoid fuses with it and repairs the damages. Making his escape, Van names the Organoid Zeke, and decides to keep him as a friend. The girl, who says her name is Fiona, wants to find something called Zoids Eve, and so Van, Zeke, and Fiona begin their adventure.<br><br>
(Source: AniDB)",67,"{'year': 1999, 'month': 9, 'day': 4}","{'year': 2000, 'month': 12, 'day': 23}",25,5968,OTHER,FALL,1999,101,69,False,"Action, Adventure, Comedy, Mecha, Sci-Fi"
764,Zoids Shin Seiki/Zero,Zoids New Century/Zero,"Zoids - powerful animal-shaped combat mechs - are no longer used in warfare, but in organized sporting competitions.  The Blitz Team, a group of pilots struggling to carve out a niche for themselves in the Zoid battling leagues, experience a stroke of luck when Bit Cloud, a vagrant junk dealer, wanders into their midst and proves himself capable of piloting the temperamental Liger Zero, a Zoid that refuses to let anyone else into its cockpit.  Led by Bit and the Liger, the Blitz Team steadily make their way to the top - but along the way they attract the unwelcome attention of the Backdraft Group, an organization of Zoid pilots that operates outside the laws set down by the Zoid Battle Commission.  The Backdraft want powerful Zoids to add to their ranks, and they have their eye on the Liger Zero...",26,"{'year': 2001, 'month': 1, 'day': 6}","{'year': 2001, 'month': 6, 'day': 30}",24,3746,OTHER,WINTER,2001,72,67,False,"Adventure, Comedy, Mecha, Sci-Fi, Sports"
765,Chou Henshin Cosprayers Specials,,"DVD specials.<br><br>

<b>Episode 2.5:</b> Defeat of Red / The Hot Spring in Paradise<br>
<b>Episode 3.5:</b> Horrible Green / Violet Has Slept<br>
<b>Episode 4.5:</b> Movie Trap / Dream Carnival<br>",3,"{'year': 2004, 'month': 7, 'day': 16}","{'year': 2004, 'month': 7, 'day': 26}",14,528,ORIGINAL,SUMMER,2004,1,38,False,"Adventure, Comedy, Ecchi, Fantasy, Mahou Shoujo, Sci-Fi"
766,Kishin Houkou Demonbane,Demonbane OVA,"Lily Bridge, a young journalist, arrives at Arkham City, hoping to find a big scoop. However, with all the strange things occuring around the city, only the exceptional findings are news-worthy, such as the mysterious mecha known as Demonbane. However, upon finding a small piece of machinery that seemed to be connected with the Hadou Combine, Lily is determined to find the truth. Little does she know, she enters into a dark world, involving herself with Demonbane and the powerful forces that control the city.
<br><br>
(Source: Anime News Network)",1,"{'year': 2004, 'month': 7, 'day': 1}","{'year': 2004, 'month': 7, 'day': 1}",24,1644,VISUAL_NOVEL,SUMMER,2004,2,52,False,"Comedy, Drama, Mecha, Sci-Fi"
767,Burn Up,Burn Up!,"To the unsuspecting eye Maki, Reimi and Yuka may not look like ace crime fighters, which might explain why they're stuck on traffic patrol instead of more ""exciting"" police duties.<br><br>
All that changes when Yuka gets herself kidnapped by a white slave organization run by a politically connected businessman who's got the rest of the police cowed.<br><br>
Now it's up to Maki and Reimi to don skin-tight battle armor, liberate a tank, and make sure that a certain slaver learns that when you play with fire, you're going to get your ass burned!<br><br>
(Source: DVD Back Cover)",1,"{'year': 1991, 'month': 3, 'day': 21}","{'year': 1991, 'month': 3, 'day': 21}",46,2198,ORIGINAL,SPRING,1991,13,55,False,"Action, Comedy, Ecchi, Sci-Fi"
769,Burn Up W,Burn Up W,"When crime and terrorism go out of control in Tokyo, the police unleash Team Warrior - a band of highly-skilled and completely reckless band of female cops. Featuring loose cannon Rio, triggerhappy Maya and ace hacker Lilica, Team Warrior will get the job done, regardless of the budget of the mission.
<br><br>
(Source: Anime News Network)
<br>",4,"{'year': 1996, 'month': 4, 'day': 10}","{'year': 1996, 'month': 9, 'day': 26}",27,2010,ORIGINAL,SPRING,1996,11,57,False,"Action, Comedy, Drama, Ecchi, Sci-Fi"
770,Pale Cocoon,,"A future where the continuity of history has broken off, a world of enormous ruins that continues endlessly. Oceans and continents have vanished, existing only within the archives brought up from the remains. Ura works in the Archive Excavation Department, which restores and analyzes the data left behind. One day, he finds a disturbing visual record...
<br><br>
(Source: Anime News Network)",1,"{'year': 2005, 'month': 12, 'day': 10}","{'year': 2005, 'month': 12, 'day': 10}",23,12532,ORIGINAL,WINTER,2005,64,68,False,"Drama, Sci-Fi"
771,Ginyuu Mokushiroku Meine Liebe Wieder,,"The Strahl candidates are enjoying a brief holiday in their various homes. However, many surprises await them when they finally come back to their elite boarding school: Rosenstolz Academy. There is a new headmaster, and his policies are not necessarily to the advantage of the main characters. <br><br>
(Source: Wikipedia)",13,"{'year': 2006, 'month': 1, 'day': 22}","{'year': 2006, 'month': 4, 'day': 13}",24,991,VISUAL_NOVEL,WINTER,2006,3,56,False,"Drama, Fantasy"
773,Tenamonya Voyagers,,"Paraila was an agent for a war organization in the space, but suddenly the supreme court of planets accused her of betrayal and she was forced to be a fugitive to escape from jail. Now she forms a team with a clueless school teacher, a bazooka lover girl and Paraila's former sidekick. They will battle against Paraila's enemies, and try to go to earth to escape from space justice. <br><br>
(Source: AnimeNewsNetwork)",4,"{'year': 1999, 'month': 6, 'day': 25}","{'year': 1999, 'month': 12, 'day': 18}",30,1984,ORIGINAL,SUMMER,1999,17,61,False,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi"
776,Nanaka 6/17,,"Seventeen-year-old Nanaka Kirisato is a high school student serious about her studies and goals in life. She frequently criticizes her best friend, Nenji Nagihara, for being a childish delinquent who spends his time fighting other boys. Then one day, after a heated argument with Nenji, she falls off a flight of stairs and suffers a brain injury, resulting in her mind reverting to that of a six-year-old. With this in mind, Nanaka's father and Nenji must keep her injury a secret as she struggles to live a normal life and grow up all over again.
<br><br>
(Source: Anime News Network)",12,"{'year': 2003, 'month': 1, 'day': 8}","{'year': 2003, 'month': 3, 'day': 26}",25,1554,MANGA,WINTER,2003,4,61,False,"Comedy, Drama, Romance, Slice of Life"
777,HELLSING OVA,Hellsing Ultimate,"Hellsing, a secret organization of the British government, has long been battling supernatural threats to keep the people safe from creatures of the night. The current leader, Integra Wingates Hellsing controls her own personal army to eliminate the undead beings, but even her highly trained soldiers pale in comparison to her most trusted vampire exterminator, a man by the name of Alucard, who is actually a powerful vampire himself. Along with Integra's mysterious butler and Alucard's new vampire minion, Seras Victoria, The Hellsing Organization must face not only regular ghouls and vampires, but a rivaling secret organization from the Vatican, and Millennium, an enigmatic group of madmen spawned by a certain war over 50 years ago...<br>
A bloody battle between monsters is about to begin, the dead are dancing, and all hell is singing...",10,"{'year': 2006, 'month': 2, 'day': 10}","{'year': 2012, 'month': 12, 'day': 26}",50,121072,MANGA,WINTER,2006,4825,80,False,"Action, Horror, Supernatural"
779,Meitantei Conan: Tokei Jikake no Matenrou,Case Closed: The Time Bombed Skyscraper,"Taking the original story of Detective Conan, this first Conan film follows his adventures as he struggles to find and capture a mad bomber who's loose in his home town. Chasing bomb after bomb, Conan must stop him before he destroys a skyscraper in the middle of the city, which has the potential to cause millions of dollars in damage and kill hundreds. Who's planting the bombs? What are his motives? Gather clues with Conan and find out!",1,"{'year': 1997, 'month': 4, 'day': 19}","{'year': 1997, 'month': 4, 'day': 19}",94,11981,ORIGINAL,SPRING,1997,119,76,False,"Adventure, Mystery"
780,Meitantei Conan: Juuyonbanme no Target,Case Closed: The Fourteenth Target,"Ran has a nightmare about her mother dying, but starts to remember what really happened involving herself, her mother, and her father from 10 years ago. Meanwhile, people are being injured by a certain culprit. Conan soon realizes that these people all have some kind of relation to Mouri, and that they all had a number in their name corresponding to a playing card and were being targeted in order, from the king down to the ace. The police soon decide that a murderous card dealer who just got out of jail and wanted revenge on Mouri is behind it. However, as injuries become murders and it is a race to predict who the next victims will be, Conan soon finds that the truth is something completely different, while learning about the incident from 10 years ago in the process.
<br><br>
(Source: Anime News Network)",1,"{'year': 1998, 'month': 4, 'day': 18}","{'year': 1998, 'month': 4, 'day': 18}",99,10526,ORIGINAL,SPRING,1998,87,76,False,"Adventure, Mystery"
781,Meitantei Conan: Seikimatsu no Majutsushi,Case Closed: The Last Wizard of the Century,"Kaitou Kid announces to the police that he intends to steal the Russian Imperial Easter Egg, which is currently being held in Osaka. As Conan pursues his rival, he discovers that there's more to this case then simply stopping a robbery.
<br><br>
(Source: Anime News Network)",1,"{'year': 1999, 'month': 4, 'day': 17}","{'year': 1999, 'month': 4, 'day': 17}",100,10464,ORIGINAL,SPRING,1999,104,77,False,"Adventure, Mystery"
782,Gasaraki,,"The flames of war explode in the Middle East as two shadow forces unleash monstrous new weapons of mass destruction! But in a world in which giant robots are real, the most dangerous weapon of all lies buried within a human mind. Yushiro, the fourth son of the mysterious and powerful Gowa family, finds himself at the center of events that will change the future of mankind forever! Nothing can prepare the human race for what is about to be unleashed in Gasaraki!<br><br>
(Source: Sunrise)",25,"{'year': 1998, 'month': 10, 'day': 4}","{'year': 1999, 'month': 3, 'day': 28}",25,5057,ORIGINAL,FALL,1998,45,63,False,"Drama, Mecha, Psychological, Supernatural"
783,Miami☆Guns,,"Spoiled rich girl Yao Sakurakouji decides to join the Miami police force to enjoy car chases, gunfights and wanton destruction. The psychotic and not-too-bright Yao is partnered with Lu Amano, the soft-spoken and sharp-tongued daughter of the police chief. Together the dirty duo clean up the streets of Miami and take on a mysterious crime syndicate known only as 'The Organization'.
<br><br>
(Source: Anime News Network)",13,"{'year': 2000, 'month': 2, 'day': 5}","{'year': 2000, 'month': 5, 'day': 20}",23,1557,MANGA,WINTER,2000,12,56,False,"Comedy, Ecchi"
785,Otaku no Video,Otaku no Video,"Somewhat based on the real story of how Gainax was founded, Otaku no Video addresses all aspects of an otaku lifestyle. Ken Kubo is a young man living an average life until he is dragged into a group of otaku. Slowly, he becomes more like them until he decides to abandon his former life to become king of otaku &mdash;the otaking! <br><br>
Mixed in are live-action interviews with real otaku, addressing every aspect of hardcore otaku life. Not only are anime and manga fans included, but also sci-fi fans, military fans, and other groups of Japanese geeks. ",2,"{'year': 1991, 'month': 9, 'day': 27}","{'year': 1991, 'month': 12, 'day': 20}",48,8773,OTHER,FALL,1991,94,69,False,"Comedy, Drama, Mecha, Sci-Fi"
786,Pugyuru,,"One day, an ordinal high school girl, Ma$%^&amp;* (her name is left to your imagination), met Cheko, who was a maid came from a village of maids. She could melt, fly, and pull her head off .... Anyway, strange &#129;@people began to come, for example, a snow fairly who disliked cold, a large squid that could speak, scary persons, and the like. Pyguru is a world of absurdity drawn by a hope of comedy, Konnotohiro. <br><br>
(Source: AnimeNfo)",13,"{'year': 2004, 'month': 4, 'day': 12}","{'year': 2005, 'month': 7, 'day': 5}",3,1349,MANGA,SPRING,2004,6,50,False,"Comedy, Fantasy"
788,Eiken: Eikenbu yori Ai wo Komete,Eiken,"Densuke just enrolled at the exclusive Zashono academy. He's eager to participate in extracurricular activities, but he never expected to join the mysterious Eiken Club. Strangely enough, every other member is a busty co-ed, and many of the clubs activities involve bikinis. But Densuke isn't interested in anyone but the shy and beautiful Chiharu.
<br><br>
(Source: Anime News Network)",2,"{'year': 2003, 'month': 6, 'day': 25}","{'year': 2004, 'month': 6, 'day': 23}",30,6028,MANGA,SUMMER,2003,32,36,False,"Comedy, Ecchi, Romance"
789,Shinigami no Ballad.,"Momo, the Girl God of Death","A girl wrapped in white, her name is Momo...in her hand lies a blunt yet shiny scythe. By her side is a wingged black cat by the name of Daniel. Carrying the souls of humans, the girl's existence parallels to that of a ""Death God"" or ""Shinigami"". At the instant when this white Death God touches the hearts of humans, the world is filled with kindness and grief...
<br><br>
(Source: Anime News Network)",6,"{'year': 2006, 'month': 3, 'day': 3}","{'year': 2006, 'month': 4, 'day': 7}",25,6802,LIGHT_NOVEL,SPRING,2006,33,64,False,"Drama, Fantasy, Psychological, Supernatural"
790,Ergo Proxy,Ergo Proxy,"Something is wrong in the perfect domed city of Romdo. Between the sudden rash of murders and a virus affecting all AutoReivs-cyborg companions and workers who assist the people of Romdo - all is not right in their dome home. Detective Re-l Meyer begins to investigate, seeking answers to the weird occurrences that are happening more and more around her. But when she begins to uncover the truth, her world is turned upside down.<br>
<br>
First, the strange immigrant Vincent Law goes missing and then a monster appears before her, shaking her to her core. But this monster is something more, something dangerous and sinister. With each question and mystery, she is led back to the creature. But what is it really? What purpose does it serve? A sign of the end or a sign of a new beginning? Whatever it is, it repeatedly brings her back to Vincent and soon, alongside his journey back to another dome world called, Mosk. As they make their way across scarred and deserted Earth, Re-l and Vincent will learn more about the monster and the ""awakening""-which could be more of an ending than a beginning.<br>
<br>
(Source: Funimation)<br><br>
<i>Note: Episode 1 received an advanced broadcast on channel WOWOW on February 5, 2006. The start date reflects the start of the regular series broadcasting.</i>",23,"{'year': 2006, 'month': 2, 'day': 25}","{'year': 2006, 'month': 8, 'day': 12}",25,103451,ORIGINAL,WINTER,2006,3031,76,False,"Adventure, Mystery, Psychological, Sci-Fi"
791,Arion,Arion,"In a far-flung time when Gods and Men walk the earth together, the child Arion plays in the rolling hills of Thrace. His mother Demeter is troubled by both a curse - blindness - and by the secret of Arion's birth. A mysterious stranger spirits Arion away, and seeks to shape the growing young man into an assassin, a secret weapon to tilt the balance of the war between Zeus and Poseidon. But Arion won't be manipulated easily, nor will he submit quietly to the hands of adversaries like the tenacious Ares, the intelligent and fierce Athena, or the elegant and scheming Apollo. Only his tremendous strength, a forgotten weapon forged by Prometheus, and the love and loyalty of his allies can carry Arion forward. To discover the secret of his destiny, Arion will have to storm Mount Olympus- and face down Zeus himself!<br><br>(Source: Discotek Media)",1,"{'year': 1986, 'month': 3, 'day': 15}","{'year': 1986, 'month': 3, 'day': 15}",120,2219,MANGA,SPRING,1986,20,58,False,"Action, Fantasy"
792,Ranma 1/2: Kessen Tougenkyou! Hanayome wo Torimodose!,Ranma ½: Nihao My Concubine,"When poetry-spouting swordsman Tatewaki Kuno invites Ranma & Co. for a jaunt on his new luxury yacht, the last thing the group expects is a sudden storm to shipwreck them all on a deserted island. However, fixing the boat to get home soon becomes the least of their worries, as all the young girls in the group begin to disappear. As it turns out, they`ve been bride-napped by Prince Toma, the youthful ruler the floating island, Togenkyo. Because of a magical spring that turns anything it touches instantly male, would-be bridegrooms have to kidnap girls... and in this case, Ranma's reluctant fiancée Akane is one of them! Now, in order to rescue the girls (and get his hands on that magical water, which could cure his own shape-changing ""problem""), Ranma must enter an anything goes martial arts bride-off which includes events such as ""survival flower-arranging"" and ""obstacle-course cooking."" Can Ranma (now in ""disguise"" as a girl) beat scores of other kidnapped concubines, win the contest, rescue Akane and get the magical Togenkyo water... all while wearing a push-up bra and three-inch heels?<br>
<br>
(Source: Viz Media)",1,"{'year': 1992, 'month': 8, 'day': 1}","{'year': 1992, 'month': 8, 'day': 1}",60,3218,MANGA,SUMMER,1992,28,69,False,"Action, Adventure, Comedy, Ecchi"
793,xxxHOLiC: Manatsu no Yoru no Yume,xxxHOLiC - A Midsummer Night's Dream,"Yuuko receives a letter from an unknown sender. It is an invitation to an auction. Seven avid collectors were invited to an old mansion. They all admit that they accepted the invitation to complete their collections. They waited for the host, but he does not make an appearance. And one by one the collectors disappear. The strange host and a mysterious girl. A night where odd things happen one after another. What is being auctioned? Who is the host? The cunning and foolish people who are obsessed with ""possessions"" and the host's ""timeless"" passion. What is waiting at the end of this enigmatic series of riddles? And what is the conclusion of the sad love story behind them? Mystery leads to mystery, and reaches the unexpected!<br><br>
(Source: Production I.G.)",1,"{'year': 2005, 'month': 8, 'day': 20}","{'year': 2005, 'month': 8, 'day': 20}",60,8661,MANGA,SUMMER,2005,86,76,False,"Comedy, Drama, Mystery, Psychological, Supernatural"
795,Onii-sama e...,Dear Brother,"Before leaving her cram school, Nanako Misonō asks one of the teachers if they can become pen-pals. The teacher, Takehiko Henmi, is reluctant at first, but eventually accepts the offer. The story is narrated through the letters sent from Nanako as she enters Seiran, a renowned private high school for girls only. There she encounters many difficulties as an ordinary middle-class girl invited to the prestigious Sorority, the most traditional and sophisticated club on campus.. <br><br>
(Source: AnimeNewsNetwork)",39,"{'year': 1991, 'month': 7, 'day': 14}","{'year': 1992, 'month': 5, 'day': 31}",25,13657,MANGA,SUMMER,1991,619,77,False,"Drama, Psychological"
796,Mahoujin Guru Guru Movie,Magical Circle Guru Guru Movie,"The hero Nike and magic user Kukuri learn of the ""Pickle of Happiness"", an item that will grant a wish to the one who eats it. With the help of old friends, they must beat the monsters to the Pickle and convince its guardian dragon to give it to them.
<br><br>
(Source: Anime News Network)",1,"{'year': 1996, 'month': 4, 'day': 20}","{'year': 1996, 'month': 4, 'day': 20}",30,500,MANGA,SPRING,1996,2,57,False,"Adventure, Comedy"
797,Hanaukyou Maid-tai OVA,Maid in Hanaukyo,"In this three-episode OVA, Taro learns more about Cynthia`s life as herself and her alter-ego Grace. He also undergoes training with his bodyguard Konoe. And finally, Ikuyo dupes Taro in spending a whole day disguised as a maid.
<br><br>
(Source: Anime News Network)",3,"{'year': 2001, 'month': 9, 'day': 19}","{'year': 2001, 'month': 11, 'day': 7}",14,1515,MANGA,FALL,2001,4,60,False,"Comedy, Ecchi, Romance"
798,Yomigaeru Sora: Rescue Wings,,"Kazuhiro Uchida is transferred to a rescue centre located in a small town while training to become a fighter pilot. Initially, Kazuhiro thinks negatively about his new occupation, due to the difficult missions and the harsh discipline he receives from his seniors. However, over the course of his training, he begins to accept the job for what it is and becomes a true member of the rescue force.
<br><br>
(Source: Anime News Network)",12,"{'year': 2006, 'month': 1, 'day': 9}","{'year': 2006, 'month': 3, 'day': 27}",23,3061,ORIGINAL,WINTER,2006,23,68,False,Drama
799,Kokoro Toshokan,,"Kokoro Toshokan, a small library, lies nestled in an unpopulated mountain far away from town. Three sisters, Iina, Aruto and Kokoro, call the library home and run it from day to day. Kokoro is just beginning her adventures at the library. Will she become a full-fledged librarian? Will the remote library ever attract readers? Kokoro tries her best to make her dreams come true at Kokoro Library, a place where miracles can happen.
<br><br>
(Source: Anime News Network)",13,"{'year': 2001, 'month': 10, 'day': 12}","{'year': 2001, 'month': 12, 'day': 28}",24,1612,MANGA,FALL,2001,9,59,False,"Comedy, Drama, Slice of Life"
800,NieA Under 7,NieA_7,"In the 21st century, aliens have arrived on Earth and live among humans. In sleepy Enohana, the dirt-poor student Chigasaki Mayuko finds herself living together with NieA, a low-caste (""Under Seven"") alien. While Mayuko struggles diligently to make ends meet, NieA seems to be totally unconcerned with the consequences of her actions. As the odd couple throws off the expected sparks, the wrecked alien mothership looms in the background...
<br><br>
(Source: Anime News Network)",13,"{'year': 2000, 'month': 4, 'day': 26}","{'year': 2000, 'month': 7, 'day': 19}",23,10511,MANGA,SPRING,2000,107,64,False,"Comedy, Sci-Fi, Slice of Life"
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,"In a futuristic world where the internet and cybernetics has blurred the borders between societies; the members of Public Security Section 9 are reinstated to assist in solving numerous cases of cyber crime.<br><br>
A spate of similar crimes committed by separate suicidal groups known as ""The Individual Eleven"" becomes the core focus for Section 9 as war approaches in the form of refugees flooding into the country.
<br><br>
(Source: Anime News Network)",26,"{'year': 2004, 'month': 1, 'day': 1}","{'year': 2005, 'month': 1, 'day': 8}",25,32011,MANGA,WINTER,2004,1038,84,False,"Action, Mystery, Psychological, Sci-Fi"
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Tsubasa Reservoir Chronicle the Movie: The Princess in the Birdcage Kingdom,"In their continuing journey to find the feathers that are the fragments of Sakura's lost memory, Syaoran, Kurogane, Fai, and Sakura move through time and space with Mokona. Here, they visit the ""Land of the Birdcage,"" a seemingly peaceful country where people and birds live together, each person having a bird companion. After a boy named Koruri confuses Syaoran and Sakura for ""bodyguards"" and attacks them, they learn that the king of the country possesses a mysterious power. Princess Tomoyo, Koruri, and the other oppressed citizens, having had their birds taken from them, live in hiding within the forest. In order to take back Sakura's feather, Syaoran and the others stand up against the scheming king.
<br><br>
(Source: Anime News Network)",1,"{'year': 2005, 'month': 8, 'day': 20}","{'year': 2005, 'month': 8, 'day': 20}",35,5600,,SUMMER,2005,29,68,False,"Adventure, Fantasy"
808,Ganso Bakuretsu Hunters,Sorcerer Hunters OVA - Chocolate Springs & Other Hot Things!,"Take two gorgeous women with whips, add a magician and a body builder, tie it all together with an amorous young man willing to put the moves on anything that moves, and what do you get? Simple: the funniest, sexiest adventure series around! That's right, Chocolate, Tira, Carrot and the rest of the cast of Sorcerer Hunters are back in three titillating episodes.<br>
<br>
When Carrot tries to seduce a lovely older woman (while Chocolate is trying to seduce Carrot), a steamy hot springs vacation gets steamier... and funnier. Then our heroes leap into battle with the Death Master, an evil necromancer who's transformed an entire town into his willing zombie slaves! Finally, an ancient tree with legendary romantic powers turns a relaxing picnic into a love-crazed free-for-all! Can even the Sorcerer Hunters handle this kind of heat?<br>
<br>
(Source: ADV Films)",3,"{'year': 1996, 'month': 12, 'day': 21}","{'year': 1997, 'month': 4, 'day': 23}",30,1216,MANGA,WINTER,1996,9,58,False,"Action, Adventure, Comedy, Ecchi, Fantasy"
810,Android Ana MAICO 2010,Android Announcer Maico 2010,"In the year 2010, the Japanese radio industry is in decline. To reverse their flagging ratings, a station staffed with perennial losers makes a daring gamble: to hire the industry's first android on-air host. Maico is cute, but it will take more than novelty to win over the fickle audience -- especially with a crew as inept as this one. ",24,"{'year': 1998, 'month': 4, 'day': 6}","{'year': 1998, 'month': 9, 'day': 28}",14,782,MANGA,SPRING,1998,2,56,False,"Comedy, Sci-Fi"
811,I''s Pure,I''s Pure,"Seto Ichitaka has a crush on Yoshizuki Iori, a girl in his class who has become so popular she now has her own fan club at school. But only a miracle could make him be with her, since the day he first saw Iori-chan, Ichitaka has been too shy to even talk to her. This miracle happened and now he and Iori are working together on the Freshmen Welcoming Party. It seems that things start to look bright for Seto, but then a special childhood friend is coming for a visit...
<br><br>
(Source: Anime News Network)",6,"{'year': 2005, 'month': 12, 'day': 9}","{'year': 2006, 'month': 6, 'day': 23}",27,3751,MANGA,WINTER,2005,17,62,False,"Comedy, Drama, Ecchi, Romance"
812,Chikyuu Shoujo Arjuna,Arjuna,"Juna was just an ordinary high-school girl, right up until the day she died in a motorcycle accident. But there, in the twilight of death, she saw the future of the barren earth destroyed by the Raaja, and was offered a second chance at life if she would stop them. Now she must learn to cast aside her thoughtlessly destructive ways and face her destiny as the Avatar of Time, the one being who can decide the fate of the planet.
<br><br>
(Source: Anime News Network)",13,"{'year': 2001, 'month': 1, 'day': 9}","{'year': 2001, 'month': 3, 'day': 27}",26,6245,ORIGINAL,WINTER,2001,54,61,False,"Adventure, Drama, Fantasy, Mahou Shoujo, Sci-Fi"
813,Dragon Ball Z,Dragon Ball Z,"Goku is back with his new son, Gohan, but just when things are getting settled down, the adventures continue. Whether he is facing enemies such as Freeza, Cell, or Boo, Goku is proven to be an elite of his own and discovers his race, Saiyan. He meets many new people, gaining allies as well as enemies, as he still finds time to raise a family and be the happy-go-lucky Saiyan he is.<br><br>
(Source: Anime News Network)",291,"{'year': 1989, 'month': 4, 'day': 26}","{'year': 1996, 'month': 1, 'day': 31}",24,171317,MANGA,SPRING,1989,9116,79,False,"Action, Adventure, Comedy, Fantasy, Supernatural"
